,DET,NOUN,ADJ,VERB,ADP,PUNCT,CCONJ,ADV,PRON,AUX,SCONJ,PROPN,NUM,X,SYM,SPACE,INTJ
1029,2,2,,1,1,2,,1,4,1,,,,,,,
1030,4,4,1,1,2,2,,,1,,,1,,,,,
1031,7,12,5,5,7,6,1,3,5,,,1,,,,,
1032,2,2,,2,1,2,,,2,2,,,,,,,
1033,,2,3,,1,2,1,,,,,,,,,,
1034,6,9,1,8,7,6,2,,7,1,,1,2,,,,
1035,3,8,1,3,2,5,1,1,,,,,,,,,
1036,5,7,1,2,4,1,2,3,,2,1,,,,,,
1037,,,1,1,,1,,1,1,,,,,,,,
1038,2,4,,4,4,5,1,4,2,3,,1,,1,,,
1039,12,15,6,9,16,11,1,,3,,3,3,1,,,,
1040,2,1,,3,,1,,1,4,,1,,,,,,
1041,5,3,2,4,1,1,1,2,1,1,3,1,,,,,
1042,1,1,1,1,,2,,1,2,,,,,,,,
1043,1,1,1,1,1,1,,,3,1,,,,,,,
1044,5,7,1,2,3,3,,1,3,1,,1,1,,,,
1045,4,6,,3,7,3,,1,3,1,1,2,,,,,
1046,3,5,,3,4,2,,,,,,,1,,,,
1047,1,2,,2,1,1,1,3,2,2,,1,,,,,
1048,11,15,3,7,9,8,3,6,1,5,1,,,,,,
1049,1,1,,4,3,2,1,2,7,3,2,1,,,,,
1050,6,10,3,2,7,5,1,2,,1,,,,,,,
1051,1,2,1,1,1,1,,2,2,,,,,,,,
1052,1,3,1,2,1,2,,,2,,1,,,,,,
1053,2,4,,1,4,1,1,,1,,,1,,,,,
1054,,,1,,,1,,,1,1,,,,,,,
1055,3,5,2,2,3,2,,1,,,1,,1,,,,
1056,2,5,1,2,7,2,1,2,,1,,4,1,,,,
1057,8,9,2,6,5,4,,1,3,2,2,,,,,,
1058,10,20,6,2,12,13,2,,2,1,,1,,,,1,
1059,3,4,,,2,1,,,,,,,,,,,
1060,4,3,1,3,4,1,,,1,,,1,,,,,
1061,6,7,,2,4,1,1,1,1,,,,,,,,
1062,7,8,1,7,9,6,3,2,12,5,4,,,,,,
1063,6,7,1,3,4,2,1,1,2,,,,,,,,
1064,2,5,1,2,4,1,,,,1,,1,,,,,
1065,,,1,2,1,1,,,1,,,,,,,,
1066,2,2,,,2,2,,3,,1,,,,,,,
1067,2,3,,3,2,3,,2,5,1,,,,,,,
1068,,,,3,2,2,,,1,1,,,,,,,
1069,2,3,1,2,1,,1,2,1,2,1,1,,,,,
1070,3,5,4,1,5,1,,3,1,2,,,,,,,
1071,4,6,3,3,2,3,1,3,3,,,,,,,,
1072,5,6,1,1,7,3,1,,,2,,2,,,,,
1073,4,4,1,3,2,,,2,,2,,,,,,,
1074,4,5,2,4,8,1,,1,5,1,,,,,,,
1075,4,6,1,2,6,5,2,,2,,,3,1,,,,
1076,2,2,,,,1,1,,,,,,,,,,
1077,,,,1,1,2,,2,2,,,1,,,,,
1078,27,34,10,22,21,20,5,6,14,,1,2,,,,,
1079,,,,1,,2,,3,2,2,,,,,,,
1080,2,3,1,2,2,1,,2,1,,,,,,,,
1081,1,2,2,,2,1,,,,1,,,,,,,
1082,3,6,3,,6,1,,,,,1,,2,,,,
1083,1,3,,1,1,1,,1,,,,,,,,,
1084,2,3,1,,2,,,1,,,,,1,,,,
1085,2,5,1,,3,2,,,,,,,,,,,
1086,2,2,,2,2,,,,1,,,,,,,,
1087,9,10,2,3,9,2,1,3,2,1,1,1,,,,,
1088,5,5,1,2,4,2,,,1,,,1,,,,,
1089,3,3,1,,1,1,,,,1,,,,,,,
1090,3,4,3,1,2,2,1,2,2,3,,2,,,,,
1091,2,2,,2,,,,,3,2,,,,,,,
1092,7,8,4,7,9,3,1,1,7,1,,2,,,,,
1093,3,6,1,3,5,4,2,3,2,2,1,,,,,,
1094,5,8,1,2,7,6,1,2,3,1,,5,1,,,,
1095,3,5,2,1,3,1,,1,1,1,,,,,,,
1096,5,7,,1,6,1,2,1,,,,,,,,,
1097,5,6,4,3,6,2,,,1,,1,,,,,,
1098,,,1,1,1,1,,,,1,,1,,,,,
1099,2,3,,2,2,1,1,,4,1,1,,1,,,,
1100,1,1,1,1,2,1,,,1,1,,,,,,,
1101,1,2,,1,,1,,,,,,1,,,,,
1102,12,12,5,2,5,11,1,3,1,1,1,2,,,,,
1103,2,2,,1,,1,,,,,,,,,,,
1104,1,3,,1,3,1,1,2,2,,,,,,,,
1105,3,4,1,2,2,3,,,,,,,,,,,
1106,1,1,2,2,2,1,,,1,,,,,,,,
1107,1,1,,1,1,2,1,1,2,1,,,,,,,
1108,1,3,2,,2,1,1,,,1,,,,,,,
1109,1,3,3,3,4,1,,1,1,,,,,,,,
1110,7,12,5,1,8,6,1,1,,3,,,,,,,
1111,,,,1,,1,,,2,,,1,,,,,
1112,4,4,3,,2,2,,,,2,,1,,,,,
1113,2,3,,2,3,1,1,,1,,,,,,,,
1114,2,4,,3,5,5,1,,3,2,,1,,1,,,
1115,5,9,2,4,5,5,,,1,,1,1,,,,,
1116,6,9,4,1,6,4,,,,,,,,,,,
1117,,,,1,,1,,,1,1,,,,,,,
1118,2,2,1,3,1,2,,,3,,1,,,,,,
1119,1,2,1,1,1,1,,,1,,,,,,,,
1120,,,,1,,2,,,1,,1,1,,,,,
1121,,6,2,,6,3,1,1,1,1,,5,3,,,,
1122,3,5,1,6,2,5,2,3,3,,1,,,,,,
1123,3,5,2,5,4,2,2,4,5,1,1,,,,,,
1124,1,1,,3,2,2,,,1,1,,,,,,,
1125,3,3,,,,2,1,2,2,2,,,,,,,
1126,3,13,4,1,8,4,3,2,,,1,,,,,,
1127,3,3,,,1,1,,,1,1,,,,,,,
1128,4,5,1,1,2,5,2,,2,,,,,,,,
1129,3,5,1,1,3,1,1,,,1,,2,,,,,
1130,1,2,,1,1,1,,,1,,,,,,,,
1131,6,12,4,2,10,2,1,1,,2,1,,,,,,
1132,3,6,2,2,6,4,1,,3,1,,1,,,,,
1133,3,3,,1,2,1,,,1,1,,,,,,,
1134,2,2,1,3,,1,,1,,1,2,,,,,,
1135,,1,,,2,2,,2,,,,1,,,,,
1136,9,10,1,2,6,3,,1,1,,,,,,,,
1137,1,2,1,2,3,2,,3,,,,1,,,,,
1138,3,5,1,6,1,4,2,8,8,1,2,,,,,,
1139,,1,1,1,,2,,2,1,2,,,,,,,
1140,,,,1,,1,,,,1,,1,,,,,
1141,8,10,3,1,7,2,1,1,1,,,,1,,,,
1142,,,,1,,1,,,3,3,,,,,,,
1143,3,4,3,2,3,1,,1,1,,,,,,,,
1144,4,8,7,4,5,10,1,2,4,2,3,,,,,,
1145,1,1,,1,,1,,,1,,,,,,,,
1146,,1,2,2,,2,1,1,3,,,,,,,,
1147,2,5,4,1,2,3,1,4,3,2,,,,,,,
1148,3,4,2,1,4,2,,2,2,3,1,,,,,,
1149,16,33,7,13,25,11,3,1,3,,2,4,5,,,,
1150,3,5,2,4,7,3,1,2,3,,,2,,,,,
1151,,,,3,,1,1,2,3,1,,,,,,,
1152,,1,,1,,1,,,3,1,1,,,,,,
1153,,2,1,1,3,1,,,1,1,,,,,,,
1154,1,3,3,1,1,2,,,1,,,1,,,,,
1155,3,3,1,1,2,2,,3,,,,,,,,,
1156,3,3,4,4,2,2,1,3,2,,1,,,,,,
1157,,1,,,1,1,,,1,1,,,,,,,
1158,5,4,3,4,4,5,,2,6,,1,,,,,,
1159,2,2,2,2,2,1,,2,1,1,,,,,,,
1160,3,6,3,1,4,1,2,,,1,,,,,,,
1161,,,,2,,3,,,2,,,3,,,,,
1162,5,8,,2,7,3,1,,1,,,,,,,,
1163,2,4,2,2,3,1,,2,1,1,1,,,,,,
1164,5,6,2,2,4,1,,1,,,,1,,,,,
1165,6,9,2,3,11,3,1,2,1,,,1,1,,,,
1166,7,8,5,5,6,4,3,5,3,1,1,,,,,,
1167,,,,4,,1,,3,1,,1,1,,,,,
1168,3,6,1,1,3,2,1,1,2,1,,,,,,,
1169,6,10,3,6,9,6,,6,1,1,2,,,,,,
1170,,,,,,1,,1,1,,,2,,,,,
1171,2,4,1,2,2,1,1,2,3,1,1,,,,,,
1172,3,7,1,2,5,3,2,1,3,,1,,2,,,,
1173,2,2,2,1,1,2,1,,2,1,,,,,,,
1174,7,6,3,4,7,1,2,,1,,,2,,,,,
1175,4,7,1,,6,1,,,,,,,,,,,
1176,1,1,,1,,1,,,1,,,,,,,,
1177,1,4,1,1,4,1,,,,2,,,,,,,
1178,2,3,1,1,,2,,,3,2,,,1,,,,
1179,,,,2,1,1,,,3,1,1,,,,,,
1180,2,7,5,,3,4,1,1,1,,,,1,,,,
1181,2,3,,1,3,2,,,,1,,1,,,,,
1182,1,1,,1,1,1,,,3,1,1,,,,,,
1183,4,4,3,1,1,2,1,2,1,1,,1,2,,,,
1184,5,5,4,3,2,2,2,3,2,1,1,,,,,,
1185,3,2,,,1,1,,,,1,,1,1,,,,
1186,5,9,,2,8,4,,,2,1,,1,,,,,
1187,2,2,1,,1,,,,,1,,,,,,,
1188,1,2,,1,3,1,,2,1,1,,2,,,,,
1189,3,2,2,4,2,2,1,2,3,,,,,,,,
1190,1,2,1,1,2,2,1,3,2,3,1,,,,,,
1191,7,6,,3,4,3,,,1,,,4,,,,,
1192,1,1,,1,,1,,2,1,,,,,,,,
1193,,1,1,1,,2,1,,1,,,1,,,,,
1194,1,1,1,1,1,,,,1,,,,,,,,
1195,5,7,1,3,3,2,,,4,1,,,,,,,
1196,1,2,,5,1,1,1,,2,,1,,,,,,
1197,9,14,6,12,16,6,2,4,14,2,2,,1,,,,
1198,1,1,1,1,1,1,,,1,,,,,,,,
1199,1,2,1,1,1,1,,1,,1,,,,,,,
